,SMILES,Cluster
44650,CN1CCC2(CCN(c3nc(N[C@@H]4C[C@H](CO)[C@@H](O)[C@H]4O)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)C1=O,779
44406,O=c1[nH]c(N2CC3(COC3)C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,779
44361,O=c1[nH]c(NC2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,779
45822,O=c1[nH]c(N2CCCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1ccc2ccccc2n1,779
15299,O=c1[nH]c(NC2CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,779
45778,O=c1[nH]c(NC2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1ccc2ccccc2n1,779
46078,Cc1cc([C@](C)(O)C#Cc2ccc3c(c2)-n2nc(C(N)=O)cc2C2(CCC2)CO3)no1,780
44449,Cc1cc([C@](C)(O)C#Cc2ccc3c(c2)-n2nc(C(N)=O)cc2[C@H](F)CO3)no1,780
27058,Cc1nnc(C(C)(O)C#Cc2ccc3c(c2)-n2nc(C(N)=O)cc2C(C)CO3)o1,780
43999,Cc1cc([C@](C)(O)C#Cc2ccc3c(c2)-n2nc(C(N)=O)cc2[C@@](C)(O)CO3)no1,780
27059,Cc1nc([C@](C)(O)C#Cc2ccc3c(c2)-n2nc(C(N)=O)cc2[C@H](C)CO3)no1,780
44490,Cc1cc([C@](C)(O)C#Cc2ccc3c(c2)-n2nc(C(N)=O)cc2C(F)(F)CO3)no1,780
27094,CNC(=O)c1c(C(N)=O)nn2c1[C@@H](C)COc1ccc(C#C[C@@](C)(O)c3cc(C)on3)cc1-2,780
27138,C[C@H]1COc2ccc(C#C[C@@](C)(O)c3ncccn3)cc2-n2nc(C(N)=O)cc21,780
27085,CNC(=O)c1c(C(N)=O)nn2c1[C@H](F)COc1ccc(C#C[C@@](C)(O)c3cc(C)on3)cc1-2,780
44554,Cc1cc([C@](C)(O)C#Cc2ccc3c(c2)-n2nc(C(N)=O)cc2[C@](C)(O)CO3)no1,780
27137,C[C@@H]1COc2ccc(C#C[C@@](C)(O)c3ncccn3)cc2-n2nc(C(N)=O)cc21,780
27088,CNC(=O)c1c(C(N)=O)nn2c1[C@H](C)COc1ccc(C#C[C@@](C)(O)c3cc(C)on3)cc1-2,780
27082,CNC(=O)c1c(C(N)=O)nn2c1[C@@H](F)COc1ccc(C#C[C@@](C)(O)c3cc(C)on3)cc1-2,780
27054,Cc1nc([C@](C)(O)C#Cc2ccc3c(c2)-n2nc(C(N)=O)cc2[C@@H](C)CO3)no1,780
10625,CCn1c(-c2ccnc(N)n2)cc2c1CCNC2=O,781
57100,FCC[C@H]1CNC(=O)c2c1[nH]c(c2)c1ccnc(n1)N,781
57129,CCC1CNC(=O)c2cc(-c3ccnc(N)n3)[nH]c21,781
10711,Nc1nccc(-c2cc3c(n2CCF)CCNC3=O)n1,781
57036,Nc1nccc(-c2cc3c([nH]2)C(c2ccccc2)CNC3=O)n1,781
48370,Nc1nccc(-c2cc3c([nH]2)C(CCF)CNC3=O)n1,781
41574,Nc1nccc(-c2cc3c([nH]2)CCNC3=O)n1,781
56476,Nc1nccc(-c2cc3c([nH]2)C(CCCO)CNC3=O)n1,781
49854,Nc1nccc(-c2cc3c([nH]2)C(CCO)CNC3=O)n1,781
49916,Nc1nccc(-c2cc3c([nH]2)[C@H](CCF)CNC3=O)n1,781
30523,O=C1NCCc2[nH]c(-c3ccnc(-c4cccc(O)c4)c3)cc21,781
56447,CC(C)CC1Cc2[nH]c(-c3ccnc(N)n3)cc2C(=O)N1,781
10815,Nc1cc(-c2cc3c([nH]2)CCNC3=O)ccn1,781
8576,O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21,781
8575,O=C1NCCc2c1cc([nH]2)c1ccnc(c1)c1cnc2c(c1)cccc2,781
1344,Cl.O=C1NCCc2[nH]c(-c3ccncn3)cc21,781
56545,Nc1nccc(-c2cc3c([nH]2)C(CCC(F)(F)F)CNC3=O)n1,781
56529,Nc1nccc(-c2cc3c([nH]2)C(C2CCC2)CNC3=O)n1,781
10796,O=C1NCCc2[nH]c(-c3ccnc4[nH]ccc34)cc21,781
49827,CCC1(CC)CNC(=O)c2cc(-c3ccnc(N)n3)[nH]c21,781
8548,O=C1NCCc2c1cc([nH]2)c1ccncc1,781
10797,Nc1ncc(Br)c(-c2cc3c([nH]2)CCNC3=O)n1,781
10793,O=C1NCCc2[nH]c(-c3ccncc3F)cc21,781
41352,CCCn1c(-c2ccnc(N)n2)cc2c1CCNC2=O,781
28962,O=C1NCCc2[nH]c(-c3ccnc(-c4ccc(O)cc4)c3)cc21,781
8569,O=C1NCCc2[nH]c(-c3ccnc(Cl)c3)cc21,781
57048,CC(C)C1Cc2[nH]c(-c3ccnc(N)n3)cc2C(=O)N1,781
51357,CC1CNC(=O)c2cc(-c3ccnc(N)n3)[nH]c21,781
31397,O=C(O)c1ccc(-c2cc(-c3cc4c([nH]3)CCNC4=O)ccn2)cc1,781
42568,O=C1NCCc2[nH]c(-c3ccnc(NC4CCOCC4)n3)cc21,781
56440,CC1Cc2[nH]c(-c3ccnc(N)n3)cc2C(=O)N1,781
48987,CC(C)C1CNC(=O)c2cc(-c3ccnc(N)n3)[nH]c21,781
41551,O=C1NCCc2[nH]c(-c3ccnc(Nc4ccccc4)n3)cc21,781
57087,Nc1nccc(-c2cc3c([nH]2)CC(C2CC2)NC3=O)n1,781
24467,N[C@H]1CCCN(c2ccncc2Nc2cccc3cnc(-c4ccccc4F)nc23)C1,782
24466,N[C@H]1CCCN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)C1,782
34093,N[C@H]1CCCN(c2ccncc2Nc2nnc3ccc(-c4ncccc4F)nn23)C1,782
41444,Cc1c(-c2ncnc3[nH]c(-c4ccc(C(=O)N5CCC(O)CC5)cc4)cc23)cccc1N1CCc2cc(C3CC3)ccc2C1=O,783
30598,CN(C)C(=O)N1CC=C(c2cc3c(-c4cccc(N5CCc6cc(C7CC7)ccc6C5=O)c4CO)ncnc3[nH]2)CC1,783
29976,Fc1ccc(Nc2ncnc3cc(OC4CCOC4)c4c(c23)OCCO4)cc1Cl,784
29987,C#Cc1cccc(Nc2ncnc3cc(OC4CCOC4)c4c(c23)OCCO4)c1,784
29989,Fc1ccc(Nc2ncnc3cc(OCC4CCCO4)c4c(c23)OCCO4)cc1Cl,784
29959,CC(C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,784
29945,CCOc1cc2ncnc(Nc3ccc(C)c(Cl)c3)c2c2c1OCCO2,784
6515,COc1cc(OC2CCNCC2)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,784
29606,N[C@H](COc1cnc(-c2ccco2)c(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,785
27038,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc([N+](=O)[O-])c1O,786
26343,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccccc1OCCN1CCCCC1,786
26341,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc2sccc12,786
26335,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccsc1,786
26337,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc2occc12,786
26344,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccccc1OCCN1CCCC1,786
35824,CC1CN(c2cc(=O)[nH]c(CC(=O)Nc3ccc(F)cc3)n2)CCO1,786
23589,O=C(Nc1nc2c(s1)C[C@@H](N1CCOCC1)CC2)c1cccc(CNC(=O)c2csc(-c3cccnc3)n2)c1,787
23590,N#Cc1ccn2cc(C(=O)NCc3cccc(C(=O)Nc4nc5c(s4)C[C@@H](N4CCOCC4)CC5)c3)nc2c1,787
23591,Nc1nonc1-n1nnc(C(=O)NCc2cccc(C(=O)Nc3nc4c(s3)C[C@@H](N3CCOCC3)CC4)c2)c1-c1ccccc1,787
23592,Cc1c(C(=O)NCc2cccc(C(=O)Nc3nc4c(s3)C[C@@H](N3CCOCC3)CC4)c2)nnn1-c1nonc1N,787
23603,N#Cc1ccc2cc(C(=O)NCc3cccc(C(=O)Nc4nc5c(s4)C[C@@H](N4CCOCC4)CC5)c3)[nH]c2c1,787
27185,N#Cc1ccc(NC(=O)COc2cccc(C(=O)Nc3nc4c(s3)C[C@@H](N3CCOCC3)CC4)c2)cc1,787
20600,C[C@H]1CN2CCC[C@H]2CN1C(=O)N1Cc2c(NC(=O)c3nc(Cl)c(Cl)s3)n[nH]c2C1(C)C,788
20588,CC1(C)c2[nH]nc(NC(=O)c3cccc(Cl)c3)c2CN1C(=O)N1CCN2CCCC2C1,788
20589,CC1(C)c2[nH]nc(NC(=O)c3ccc4ccncc4n3)c2CN1C(=O)N1C[C@@H]2CCCN2C[C@@H]1Cc1ccccc1,788
20633,C[C@H]1CN2CCC[C@H]2CN1C(=O)N1Cc2c(NC(=O)c3cc(C(C)(C)C)nn3C)n[nH]c2C1(C)C,788
20623,Cc1nc(C)c(C(=O)Nc2n[nH]c3c2CN(C(=O)N2C[C@@H](C)N(CCCO)C[C@@H]2C)C3(C)C)o1,788
20586,CC1(C)c2[nH]nc(NC(=O)c3ccc4ccccc4n3)c2CN1C(=O)N1C[C@@H]2CCCN2C[C@@H]1Cc1ccccc1,788
20634,Cc1nc(C)c(C(=O)Nc2n[nH]c3c2CN(C(=O)N2C[C@@H]4CCCN4C[C@@H]2C)C3(C)C)o1,788
20587,COc1cccc(C(=O)Nc2n[nH]c3c2CN(C(=O)N2C[C@@H]4CCCN4C[C@@H]2Cc2ccccc2)C3(C)C)c1,788
20596,C[C@H]1CN2CCC[C@H]2CN1C(=O)N1Cc2c(NC(=O)c3cccc(C#N)c3)n[nH]c2C1(C)C,788
20631,C[C@H]1CN2CCC[C@H]2CN1C(=O)N1Cc2c(NC(=O)c3cc(C4CC4)n[nH]3)n[nH]c2C1(C)C,788
20627,CCc1nc(C)c(C(=O)Nc2n[nH]c3c2CN(C(=O)N2C[C@@H](C)N(C)C[C@@H]2C)C3(C)C)o1,788
19969,Cc1ccc(NC(=O)c2ccc(C(F)(F)F)s2)cc1N1CCc2nc(Nc3ccc(OCCN4CCCC4)cc3)ncc2C1,789
19961,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1CCc2nc(Nc3ccc(C(=O)NCCCN4CCCC4)cc3)ncc2C1=O,789
19980,Cc1ccc(NC(=O)CC(C)C(F)(F)F)cc1N1CCc2nc(Nc3ccc(OCCN4CCCC4)cc3)ncc2C1,789
19956,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1CCc2nc(Nc3ccc(OCCN4CCCC4)cc3)ncc2C1=O,789
19979,Cc1ccc(NC(=O)NC2CCCC2)cc1N1CCc2nc(Nc3ccc(OCCN4CCCC4)cc3)ncc2C1,789
19970,Cc1ccc(NC(=O)N2CCCCC2)cc1N1CCc2nc(Nc3ccc(OCCN4CCCC4)cc3)ncc2C1,789
19971,Cc1ccc(NC(=O)CC2CCCC2)cc1N1CCc2nc(Nc3ccc(OCCN4CCCC4)cc3)ncc2C1,789
19988,CN1CCN(c2ccc(Nc3ncc4c(n3)CCN(c3cc(NC(=O)c5cc(F)cc(C(F)(F)F)c5)ccc3Cl)C4=O)cc2)CC1,789
19977,Cc1ccc(NC(=O)CCC(F)(F)F)cc1N1CCc2nc(Nc3ccc(OCCN4CCCC4)cc3)ncc2C1,789
13024,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)N3CCN(C)CC3)c2C)c(F)c1,790
1282,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]ccc2-c2ccc(C(=O)O)s2)cc1,790
1283,Cc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)cc1,790
1284,Cc1[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)Nc4ccc(Cl)cc4)ccc32)c(C)c1C(=O)O,790
1307,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)cc1,790
1285,Cc1[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)Nc4ccccc4)ccc32)c(C)c1CC(=O)O,790
13016,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CC(=O)O)c2C)cc1,790
13017,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)cc1,790
13018,COc1ccc(C(=O)NC(=O)Nc2cc3c(cc2F)/C(=C/c2[nH]c(C)c(C(=O)O)c2C)C(=O)N3)cc1,790
13019,COc1ccc(C(=O)NC(=O)Nc2cc3c(cc2F)/C(=C/c2[nH]c(C)c(CCC(=O)O)c2C)C(=O)N3)cc1,790
1306,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CC(=O)O)c2C)cc1,790
1311,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(C(=O)O)c2C)cc1,790
1313,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)cc1,790
1304,Cc1[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)Nc4ccccc4)ccc32)c(C)c1C(=O)O,790
13020,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)c(F)c1,790
13015,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)cc1,790
13025,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)N3CCOCC3)c2C)c(F)c1,790
13026,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)N3CCOCC3)c2C)c(F)c1,790
13027,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)NCCN(C)C)c2C)c(F)c1,790
13021,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)c(F)c1,790
12975,COc1ccc(NC(=O)CC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)cc1,790
12978,Cc1[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)c4cccn(-c5ccc(F)cc5)c4=O)ccc32)c(C)c1C(=O)O,790
13028,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)NC(=O)c4ccc(OC)cc4F)ccc32)c1C,790
12983,COc1ccc(-c2c[nH]cc(C(=O)Nc3ccc4c(c3)NC(=O)/C4=C\c3[nH]c(C)c(C(=O)O)c3C)c2=O)cc1,790
13689,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C/c2cccs2)cc1,790
12979,Cc1[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)c4cccn(C)c4=O)ccc32)c(C)c1C(=O)O,790
13022,COc1ccc(C(=O)NC(=O)Nc2cc3c(cc2F)/C(=C/c2[nH]c(C)c(C(=O)O)c2C)C(=O)N3)c(F)c1,790
12349,CN(C)CCCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,791
12351,O=C(/C=C/CNCC1COC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,791
12348,COCCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,791
12353,O=C(/C=C/CNCc1ncccn1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,791
12352,O=C(/C=C/CNC1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,791
12355,CCN(CC)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,791
12350,CS(=O)(=O)CCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,791
12356,COC(CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1)OC,791
12359,O=C(/C=C/CN1CC2CCC1C(=O)C2)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,791
9498,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3cnn(CCN)c3)ccc1-2,792
9499,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3cnn(C(C)(C)C(N)=O)c3)ccc1-2,792
9485,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3ccc[nH]c3=O)ccc1-2,792
9501,CC(C)(O)Cn1cc(-c2ccc3c(c2)OCCc2sc(-c4ncnn4CC(F)(F)F)nc2-3)cn1,792
9502,CC(C)n1nc(N)nc1-c1nc2c(s1)CCOc1cc(-c3cnn(CC(C)(C)O)c3)ccc1-2,792
9503,CC(C)n1c(-c2nc3c(s2)CCOc2cc(-c4cnn(CC(C)(C)O)c4)ccc2-3)n[nH]c1=O,792
9504,CC(C)n1nc(N)nc1-c1nc2c(s1)CCOc1cc(-c3cnn(CCO)c3)ccc1-2,792
9495,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3cnn(CCO)c3)ccc1-2,792
9496,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3cnn(CC(C)(C)O)c3)ccc1-2,792
9497,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3cnn(CS(C)(=O)=O)c3)ccc1-2,792
9478,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CNC3)ccc1-2,792
9488,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CN(C[C@H](O)CO)C3)ccc1-2,792
9489,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CN(CC(C)(C)O)C3)ccc1-2,792
9480,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CCCN3)ccc1-2,792
9481,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CCNCC3)ccc1-2,792
9482,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3cn[nH]c3)ccc1-2,792
9483,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3ncc[nH]3)ccc1-2,792
9490,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CN(C(=O)CO)C3)ccc1-2,792
9491,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CN(C(=O)C(C)(C)N)C3)ccc1-2,792
9492,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CN(C(C)(C)C(N)=O)C3)ccc1-2,792
9477,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(CNCCO)ccc1-2,792
9474,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(CO)ccc1-2,792
9475,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C(O)CO)ccc1-2,792
9479,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CCNC3)ccc1-2,792
9476,CC(=O)NCc1ccc2c(c1)OCCc1sc(-c3ncnn3C(C)C)nc1-2,792
9484,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3cn(C)cn3)ccc1-2,792
9469,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C(N)=O)ccc1-2,792
9470,CNC(=O)c1ccc2c(c1)OCCc1sc(-c3ncnn3C(C)C)nc1-2,792
9471,CC(C)n1ncnc1-c1nc2c(s1)CCOc1ccccc1-2,792
9486,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3ccc(N)nc3)ccc1-2,792
9487,CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CN(CCO)C3)ccc1-2,792
8348,CCCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8353,Cc1csc(-c2nc(C(F)(F)F)[nH]c2-c2ccc3ncsc3c2)n1,793
8354,Cc1csc(-c2nc(C3CC3)[nH]c2-c2ccc3ncsc3c2)n1,793
8355,Cc1csc(-c2nc(C3CCCC3)[nH]c2-c2ccc3ncsc3c2)n1,793
8345,Cc1csc(-c2nc[nH]c2-c2ccc3ncsc3c2)n1,793
8356,Cc1csc(-c2nc(C3CCCCC3)[nH]c2-c2ccc3ncsc3c2)n1,793
8346,Cc1csc(-c2nc(C)[nH]c2-c2ccc3ncsc3c2)n1,793
8388,Cc1csc(-c2nc(CNC(=O)OCC(C)(C)C)[nH]c2-c2ccc3ncsc3c2)n1,793
8374,CCCCOC(=O)NCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8347,CCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8373,CCCOC(=O)NCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8351,Cc1csc(-c2nc(C(C)(C)C)[nH]c2-c2ccc3ncsc3c2)n1,793
5000,CCCC(=O)NCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8357,Cc1csc(-c2nc(C3CCC(=O)CC3)[nH]c2-c2ccc3ncsc3c2)n1,793
8363,CCNC(=O)CCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8352,CCCCCCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8360,CCCC(=O)N(C)Cc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8359,Cc1csc(-c2nc(CN3CCCC3=O)[nH]c2-c2ccc3ncsc3c2)n1,793
8349,Cc1csc(-c2nc(C(C)C)[nH]c2-c2ccc3ncsc3c2)n1,793
8364,Cc1csc(-c2nc(CCCCC(N)=O)[nH]c2-c2ccc3ncsc3c2)n1,793
8350,Cc1csc(-c2nc(CC(C)C)[nH]c2-c2ccc3ncsc3c2)n1,793
8371,Cc1csc(-c2nc(CN3CCOC3=O)[nH]c2-c2ccc3ncsc3c2)n1,793
8375,CCCCCOC(=O)NCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8367,CC(=O)NCCCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8369,CCCS(=O)(=O)NCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8368,CCNC(=O)NCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8372,COC(=O)NCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8366,CCC(=O)NCCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8365,CCNC(=O)OCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8376,Cc1csc(-c2nc(CNC(=O)OC(C)C)[nH]c2-c2ccc3ncsc3c2)n1,793
8362,CCCC(=O)CCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8361,CCCCNCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
8358,Cc1csc(-c2nc(C3CCOCC3)[nH]c2-c2ccc3ncsc3c2)n1,793
8387,Cc1csc(-c2nc(CNC(=O)OCC(C)C)[nH]c2-c2ccc3ncsc3c2)n1,793
8370,CCOC(=O)NCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1,793
48225,C[C@H]1O[C@@H](n2nc(-c3ccccc3)c3c(NCC(=O)NC4CC4)ncnc32)[C@H](O)[C@@H]1O,794
5684,COCCCNC(=O)CNc1ncnc2c1c(-c1ccccc1)cn2[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,794
5630,O=C(CNc1ncnc2c1c(-c1ccccc1)cn2[C@@H]1OC[C@@H](O)[C@H]1O)NC1CC1,794
4804,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2)cn1,795
5990,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)ccc34)cc2OC)cn1,795
6014,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(F)ccc34)cc2OC)cn1,795
6034,CCn1cc(NC(=O)Cc2ncc(Oc3ccnc4cc(OC)ccc34)cc2OC)cn1,795
5991,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4ccc(OC)cc34)cc2OC)cn1,795
4775,COc1cccc(NC(=O)Cn2cc(Oc3ccnc4cc(OC)c(OC)cc34)cn2)c1,795
4806,COc1cc2ncnc(Nc3ccc(CC(=O)Nc4cnn(C(C)C)c4)cc3)c2cc1OC,795
6015,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4ccc(F)cc34)cc2OC)cn1,795
5989,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)cn1,795
6029,COc1cc2nccc(Oc3ccc(CC(=O)Nc4cn(C)nc4C)cc3)c2cc1OC,795
6046,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cn2)cn1,795
4774,COc1cccc(NC(=O)Cn2cc(Oc3ccnc4cc(OC)c(C#N)cc34)cn2)c1,795
6027,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1CC(=O)Nc1cn(C)nc1C,795
6031,COc1ccc2c(Oc3ccc(CC(=O)Nc4cnn(C)c4)c(OC)c3)ccnc2c1,795
48366,CCCCN(C)C1CCN(c2ccc(Nc3ncc(C)c(-c4cnn(C(C)C)c4)n3)cc2F)CC1,796
55656,Cc1cnc(Nc2ccc3c(c2)CCN3C(=O)c2ccc(C(F)(F)F)cc2F)nc1-c1cnn(C(C)C)c1,796
55736,CCS(=O)(=O)N1CCc2cc(Nc3ncc(C)c(-c4cnn(C(C)C)c4)n3)ccc21,796
56115,CCCn1cc(-c2nc(Nc3ccc4c(c3)CCN4S(=O)(=O)c3ccc(C(F)(F)F)cc3)ncc2C)cn1,796
56116,COc1ccc(S(=O)(=O)N2CCc3cc(Nc4ncc(C)c(-c5cnn(C(C)C)c5)n4)ccc32)cc1,796
52212,Cc1cnc(Nc2ccc3c(c2)CN(C(=O)/C=C/C(=O)c2ccccc2)CC3)nc1-c1cnn(C(C)C)c1,796
48787,Cc1cnc(Nc2ccc(N3CCC(N(C)CCO)CC3)c(F)c2)nc1-c1cnn(C(C)C)c1,796
52906,COC(=O)/C=C/CN1CCc2cc(Nc3ncc(C)c(-c4cnn(C(C)C)c4)n3)ccc2C1,796
50778,Cc1cnc(Nc2ccc(N3CCC(N(C)CCCO)CC3)c(F)c2)nc1-c1cnn(C(C)C)c1,796
55995,Cc1cnc(Nc2ccc3c(c2)CCN3C(=O)[C@H]2CCCN2C(=O)C2(C#N)CC2)nc1-c1cnn(C(C)C)c1,796
55984,Cc1cnc(Nc2ccc3c(c2)CCN3C(=O)[C@H]2CCCN2)nc1-c1cnn(C(C)C)c1,796
